timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2022-01-12,60.54,61.2484,58.16,58.21,58.21,475726,0,1
2022-01-11,59.62,60.69,58.205,60.25,60.25,499126,0,1
2022-01-10,58.14,59.68,57.05,59.53,59.53,441639,0,1
2022-01-07,60.48,62.25,58.79,58.925,58.925,489403,0,1
2022-01-06,60.27,62.09,58.03,60.89,60.89,502367,0,1
2022-01-05,64.35,65.64,59.945,60.14,60.14,928036,0,1
2022-01-04,68.61,69.83,64.245,65.04,65.04,788260,0,1
2022-01-03,66.25,70.09,63.72,69.97,69.97,584962,0,1
2021-12-31,67.05,68.94,65.51,66.31,66.31,407942,0,1
2021-12-30,67.61,69.23,66.83,67.43,67.43,383955,0,1
2021-12-29,66.1,67.0,65.12,66.76,66.76,291307,0,1
2021-12-28,66.5,68.5,65.94,66.09,66.09,287692,0,1
2021-12-27,70.25,70.25,66.14,66.37,66.37,522332,0,1
2021-12-23,70.0,71.0,69.07,70.18,70.18,460891,0,1
2021-12-22,70.0,70.15,68.26,69.93,69.93,383066,0,1
2021-12-21,71.0,71.15,69.29,70.11,70.11,326665,0,1
2021-12-20,68.91,71.1,67.83,70.55,70.55,473328,0,1
2021-12-17,65.01,70.14,65.01,69.63,69.63,631345,0,1
2021-12-16,70.66,70.7,65.01,65.19,65.19,914170,0,1
2021-12-15,67.98,70.39,65.64,70.36,70.36,610405,0,1
2021-12-14,69.54,71.43,67.41,68.54,68.54,492905,0,1
2021-12-13,70.29,72.83,69.5,71.77,71.77,246270,0,1
2021-12-10,70.5936,73.03,69.28,70.14,70.14,417694,0,1
2021-12-09,73.27,74.5,70.74,70.91,70.91,409458,0,1
2021-12-08,72.32,74.77,71.05,73.99,73.99,420326,0,1
2021-12-07,67.63,72.82,67.34,71.6,71.6,670398,0,1
2021-12-06,67.15,67.5,63.45,65.83,65.83,653034,0,1
2021-12-03,70.17,70.4087,66.77,67.5,67.5,613584,0,1
2021-12-02,67.42,69.85,66.54,69.72,69.72,434523,0,1
2021-12-01,70.65,71.45,66.94,67.0,67.0,582091,0,1
2021-11-30,70.82,72.95,67.2,69.97,69.97,622332,0,1
2021-11-29,73.57,74.32,70.71,71.11,71.11,470172,0,1
2021-11-26,72.39,73.68,69.7,71.94,71.94,553482,0,1
2021-11-24,70.36,74.7,68.9,74.02,74.02,519117,0,1
2021-11-23,68.0,70.98,66.09,70.89,70.89,813926,0,1
2021-11-22,73.15,73.23,69.0,69.3,69.3,625147,0,1
2021-11-19,70.31,71.45,68.54,71.11,71.11,671729,0,1
2021-11-18,68.9,72.0,68.0,70.77,70.77,1689102,0,1
2021-11-17,63.68,64.67,63.11,63.75,63.75,402577,0,1
2021-11-16,65.72,67.33,63.7271,63.97,63.97,666586,0,1
2021-11-15,73.38,74.01,65.54,65.92,65.92,1306830,0,1
2021-11-12,76.5,76.9176,72.32,73.91,73.91,450567,0,1
2021-11-11,77.185,78.18,75.47,75.75,75.75,337115,0,1
2021-11-10,81.16,82.325,76.07,76.58,76.58,539641,0,1
2021-11-09,83.0,84.83,80.65,80.91,80.91,409781,0,1
2021-11-08,81.83,83.88,81.465,82.55,82.55,386563,0,1
