timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2022-01-12,348.86,354.44,345.48,352.72,352.72,1325984,0,1
2022-01-11,346.75,347.49,337.05,346.77,346.77,1486704,0,1
2022-01-10,330.88,349.58,323.5001,348.63,348.63,3922537,0,1
2022-01-07,366.07,366.99,354.32,355.21,355.21,1974620,0,1
2022-01-06,358.81,371.42,355.675,368.68,368.68,1558717,0,1
2022-01-05,380.82,381.16,362.21,362.58,362.58,1359726,0,1
2022-01-04,387.88,389.71,376.01,380.73,380.73,1045534,0,1
2022-01-03,392.2,394.49,380.61,387.56,387.56,1194217,0,1
2021-12-31,400.0,401.97,391.27,391.4,391.4,979715,0,1
2021-12-30,402.49,405.4,398.5,398.68,398.68,872520,0,1
2021-12-29,400.5,403.0,400.0,400.99,400.99,682115,0,1
2021-12-28,405.96,406.0,400.0,400.24,400.24,864081,0,1
2021-12-27,393.07,401.92,392.98,400.83,400.83,832842,0,1
2021-12-23,389.0,392.53,383.47,391.75,391.75,817037,0,1
2021-12-22,384.3,390.91,383.52,388.81,388.81,987820,0,1
2021-12-21,376.07,385.22,375.07,383.13,383.13,1191137,0,1
2021-12-20,382.35,382.95,366.4535,370.33,370.33,1702817,0,1
2021-12-17,385.0,388.51,378.5,384.66,384.66,1389814,0,1
2021-12-16,402.49,404.43,386.45,390.36,390.36,1212838,0,1
2021-12-15,394.08,405.0,385.15,402.48,402.48,1365987,0,1
2021-12-14,400.0,399.815,391.0,395.28,395.28,1227261,0,1
2021-12-13,412.48,414.88,401.476,403.7,403.7,662606,0,1
2021-12-10,411.95,421.39,402.32,409.99,409.99,2427461,0,1
2021-12-09,426.81,427.4743,415.84,417.12,417.12,2081972,0,1
2021-12-08,436.79,436.38,421.47,426.0,426.0,1605874,0,1
2021-12-07,435.0,442.5,431.66,434.97,434.97,1043344,0,1
2021-12-06,437.5,436.54,413.06,423.53,423.53,1357775,0,1
2021-12-03,453.43,454.94,430.67,435.95,435.95,1053405,0,1
2021-12-02,447.74,454.0,441.4,450.62,450.62,708948,0,1
2021-12-01,462.03,467.98,447.96,447.97,447.97,785045,0,1
2021-11-30,464.0,468.77,452.2,454.44,454.44,711973,0,1
2021-11-29,459.89,466.72,455.5,463.26,463.26,633291,0,1
2021-11-26,459.89,462.11,453.64,456.58,456.58,345566,0,1
2021-11-24,452.51,458.39,446.58,458.24,458.24,461331,0,1
2021-11-23,460.5,465.3863,454.78,458.76,458.76,469457,0,1
2021-11-22,473.43,473.43,458.2691,460.93,460.93,593880,0,1
2021-11-19,475.01,478.28,469.09,472.84,472.84,740971,0,1
2021-11-18,469.0,474.06,462.05,473.21,473.21,655710,0,1
2021-11-17,476.73,477.8,465.34,465.76,465.76,736995,0,1
2021-11-16,464.51,485.825,463.73,477.91,477.91,1244514,0,1
2021-11-15,455.75,464.6699,454.66,462.14,462.14,586570,0,1
2021-11-12,457.43,457.44,450.61,452.57,452.57,605741,0,1
2021-11-11,461.5,462.91,452.51,452.91,452.91,425105,0,1
2021-11-10,464.55,467.56,453.85,457.13,457.13,576250,0,1
2021-11-09,466.87,471.8399,465.3,469.94,469.94,521648,0,1
2021-11-08,471.82,471.82,456.755,466.53,466.53,592191,0,1
2021-11-05,474.28,477.379,465.78,467.94,467.94,736263,0,1
2021-11-04,469.93,478.66,469.02,473.92,473.92,609372,0,1
2021-11-03,466.13,469.095,462.16,467.34,467.34,500215,0,1
2021-11-02,462.55,470.11,460.765,464.51,464.51,598121,0,1
2021-11-01,468.0,469.44,456.1,458.76,458.76,709758,0,1
2021-10-29,446.62,467.04,446.08,466.34,466.34,1158750,0,1
2021-10-28,435.31,443.6,435.31,443.44,443.44,590129,0,1
2021-10-27,432.95,438.36,428.0,433.7,433.7,456765,0,1
2021-10-26,431.0,435.0,427.11,432.655,432.655,502484,0,1
2021-10-25,423.74,430.0,423.03,427.72,427.72,487918,0,1
2021-10-22,424.04,424.57,418.9039,421.59,421.59,355732,0,1
2021-10-21,416.27,424.85,416.14,423.95,423.95,434189,0,1
2021-10-20,419.61,423.8999,413.66,414.63,414.63,451352,0,1
2021-10-19,417.64,420.58,414.315,416.62,416.62,396660,0,1
2021-10-18,401.61,417.62,400.3,417.38,417.38,543236,0,1
2021-10-15,409.0,409.4058,403.0,403.62,403.62,695315,0,1
2021-10-14,404.48,410.679,402.08,407.17,407.17,642624,0,1
2021-10-13,390.4,402.07,388.33,400.71,400.71,1338573,0,1
2021-10-12,388.44,389.74,383.24,384.5,384.5,729940,0,1
2021-10-11,399.4,399.4,385.61,386.26,386.26,739210,0,1
2021-10-08,401.6,401.755,393.72,397.3407,397.3407,491274,0,1
2021-10-07,401.01,408.61,398.4,399.65,399.65,609727,0,1
2021-10-06,393.6,400.68,392.52,398.51,398.51,671458,0,1
2021-10-05,399.07,404.81,396.68,397.12,397.12,699242,0,1
2021-10-04,401.31,401.4635,390.4157,392.57,392.57,849011,0,1
2021-10-01,407.52,408.19,399.38,401.35,401.35,683147,0,1
2021-09-30,410.28,411.3,403.32,404.65,404.65,685319,0,1
2021-09-29,418.07,419.0,408.5,410.57,410.57,750089,0,1
2021-09-28,427.89,429.45,413.7,414.53,414.53,1027738,0,1
2021-09-27,430.92,434.93,427.81,430.72,430.72,628446,0,1
2021-09-24,427.21,433.61,424.07,432.465,432.465,748712,0,1
2021-09-23,434.0,437.32,430.0,431.775,431.775,1404776,0,1
2021-09-22,425.12,431.28,422.01,431.19,431.19,835822,0,1
2021-09-21,420.6,426.7,419.55,424.19,424.19,535065,0,1
2021-09-20,418.24,425.3,412.485,419.57,419.57,830469,0,1
2021-09-17,428.4,432.74,424.3,426.5,426.5,855185,0,1
2021-09-16,417.21,429.7999,417.21,426.25,426.25,892683,0,1
2021-09-15,420.9415,421.02,414.09,418.95,418.95,724927,0,1
2021-09-14,426.74,427.69,419.3901,420.31,420.31,797865,0,1
2021-09-13,428.25,428.31,418.99,425.37,425.37,1152308,0,1
2021-09-10,424.0,430.05,417.09,425.59,425.59,2014006,0,1
2021-09-09,433.95,434.2225,420.2733,420.68,420.68,7380069,0,1
2021-09-08,384.95,386.2782,376.37,380.86,380.86,1300516,0,1
2021-09-07,393.53,394.95,383.01,386.59,386.59,987652,0,1
2021-09-03,388.27,390.77,385.12,388.07,388.07,654068,0,1
2021-09-02,398.5,398.85,386.51,388.4,388.4,808933,0,1
